1.0 7.940153617431117e-8
2.0 6.499855285651944e-8
3.0 5.4649368074637314e-8
4.0 4.57871135215314e-8
5.0 3.732509100449065e-8
6.0 3.270836358662123e-8
7.0 2.7444134264805707e-8
8.0 2.486525495941571e-8
9.0 2.643071089937793e-8
10.0 2.3062065711666368e-8
11.0 2.8951989277373108e-8
12.0 3.075916725366183e-8
13.0 3.499756390414349e-8
14.0 3.8459766980564025e-8
15.0 4.7416532706968224e-8
16.0 5.502874686564582e-8
17.0 6.745443142773239e-8
18.0 8.167376830067152e-8
19.0 9.811347295550205e-8
20.0 1.2003461658981574e-7
21.0 1.2286054710970842e-7
22.0 1.0661187779057647e-7
23.0 7.237670718643929e-8
24.0 3.671362656312092e-8
25.0 1.714216987886716e-8
26.0 8.963112750320744e-9
27.0 4.639759754849827e-9
28.0 5.663011621926513e-9
29.0 3.7750506424553505e-9
30.0 4.16738675891214e-9
31.0 4.561086431101902e-9
32.0 4.721733341018001e-9
33.0 5.668749483291005e-9
34.0 4.801953191981979e-9
35.0 5.043168784936394e-9
36.0 3.6281939002002377e-9
37.0 4.494457930405385e-9
38.0 4.8909931391145365e-9
