1.0 1.273166842659505e-8
2.0 1.7706473277489077e-8
3.0 1.4272735760944111e-8
4.0 9.642102873706128e-9
5.0 9.10598265477993e-9
6.0 9.456924617139024e-9
7.0 8.762203770632223e-9
8.0 8.758578831899204e-9
9.0 7.551339836259724e-9
10.0 7.721248267018992e-9
11.0 6.848986246830371e-9
12.0 8.394026625295354e-9
13.0 8.043798495969347e-9
14.0 1.061192596422829e-8
15.0 1.557900876989684e-8
16.0 1.509569921590267e-8
17.0 1.957308295239748e-8
18.0 2.320635941996133e-8
19.0 2.890937352133123e-8
20.0 2.7948085623563657e-8
21.0 2.766660981120853e-8
22.0 1.9739397550854288e-8
23.0 9.299274542326234e-9
24.0 5.009377518854824e-9
25.0 8.680253081972854e-10
26.0 1.260760405166004e-9
27.0 9.025836845598757e-10
28.0 1.0729209036371271e-9
29.0 5.418004630800252e-10
30.0 1.2846991349523375e-9
31.0 5.942973789852989e-10
32.0 9.38810766500224e-10
