1.0 5.22695153691619e-8
2.0 4.487462657357699e-8
3.0 4.2359197765568464e-8
4.0 3.407026222089199e-8
5.0 2.2122121400729378e-8
6.0 2.0241495160135084e-8
7.0 1.973971741620062e-8
8.0 1.5716160426931636e-8
9.0 1.4337277089454705e-8
10.0 1.3586824312093106e-8
11.0 1.2577673057949589e-8
12.0 1.861826698200103e-8
13.0 1.987652157342871e-8
14.0 2.3147273942709722e-8
15.0 2.4789816933219532e-8
16.0 3.6375545000375743e-8
17.0 4.153581968604626e-8
18.0 5.8286836259881195e-8
19.0 6.547086729996766e-8
20.0 8.18448409382089e-8
21.0 8.700875387183149e-8
22.0 7.444285941890925e-8
23.0 5.667854807711592e-8
24.0 2.709999241847244e-8
25.0 1.2480624776080938e-8
26.0 5.54879217321255e-9
27.0 2.772381408619546e-9
28.0 2.649109739652741e-9
29.0 2.8999324961567004e-9
30.0 2.900136561877251e-9
31.0 3.7840286056094056e-9
32.0 2.650617301404943e-9
33.0 2.6476349059295803e-9
34.0 2.777974052812417e-9
35.0 3.538921882812412e-9
36.0 2.4021132557808496e-9
37.0 3.033983852030918e-9
38.0 3.2872786243928836e-9
