1.0 3.2666666666666666
2.0 3.2666666666666666
3.0 3.2
4.0 2.933333333333333
5.0 2.8666666666666667
6.0 2.8
7.0 3.1333333333333333
8.0 2.6666666666666665
9.0 2.466666666666667
10.0 1.7333333333333334
11.0 2.1333333333333333
12.0 1.9333333333333333
13.0 2.0
14.0 2.066666666666667
15.0 2.2666666666666666
16.0 2.066666666666667
17.0 2.1333333333333333
18.0 2.466666666666667
19.0 1.5333333333333334
20.0 2.8
21.0 3.533333333333333
22.0 3.6
23.0 4.133333333333334
24.0 4.2
25.0 5.333333333333333
26.0 5.533333333333333
27.0 7.133333333333334
28.0 4.733333333333333
29.0 2.533333333333333
30.0 1.8
31.0 0.8
32.0 0.5333333333333333
33.0 0.6666666666666666
34.0 0.7333333333333333
35.0 0.8
36.0 0.4
37.0 0.5333333333333333
38.0 0.3333333333333333
39.0 0.4
40.0 0.5333333333333333
41.0 0.4666666666666667
42.0 0.4666666666666667
43.0 0.4666666666666667
44.0 0.4
45.0 0.5333333333333333
46.0 0.4
47.0 0.5333333333333333
48.0 0.4666666666666667
49.0 0.3333333333333333
50.0 0.4666666666666667
51.0 0.4
52.0 0.8666666666666667
53.0 0.6
54.0 0.4666666666666667
55.0 0.8666666666666667
56.0 0.5333333333333333
57.0 0.3333333333333333
58.0 0.6
59.0 0.0
60.0 0.4
