1.0 1.1315127209183113e-8
2.0 1.3368782319649492e-8
3.0 1.297573066880232e-8
4.0 1.5046975903747647e-8
5.0 1.584123809905691e-8
6.0 1.5780468335851598e-8
7.0 1.5608742818576586e-8
8.0 1.9309384638658198e-8
9.0 2.0422854789428556e-8
10.0 1.928825583805206e-8
11.0 2.275911615265752e-8
12.0 1.791600863329591e-8
13.0 9.659828860927662e-9
14.0 6.084352252374662e-9
15.0 4.780401689673016e-9
16.0 2.4192924411770825e-9
17.0 3.2766027181469605e-9
18.0 5.0605947400063865e-9
19.0 4.374311536298869e-9
20.0 2.7671099449729053e-9
21.0 3.637613809086993e-9
22.0 3.897919753907856e-9
23.0 3.317141455825344e-9
24.0 2.4758354282717047e-9
25.0 3.4382542449996315e-9
26.0 4.121854879093551e-9
27.0 3.3135868249809303e-9
28.0 5.525214074881931e-9
29.0 2.1667528584354074e-9
30.0 2.6993177016092388e-9
31.0 3.55599907243786e-9
32.0 3.1248274428723628e-9
33.0 3.1894237170015124e-9
34.0 2.9223633810962695e-9
35.0 3.993634366295504e-9
36.0 3.6314731601220688e-9
37.0 4.048560749520387e-9
